exception_type,extra_info,final_extra_info,final_result_image_url,gt_found,gt_score,input_images,mode,pdd_txn_id,pre_training_score,question,response_body,result_image_url,side,image_h,image_w,num_tiles_with_ratio0.5,num_tiles_with_ratio1.0,ppo_back_noise_filtered_count,ppo_defect_in_camera_region,ppo_defect_near_boundary,ppo_defect_percent,ppo_defect_percent_inside_camera_region,ppo_entropy_score,ppo_heatmap_bin1,ppo_heatmap_bin2,ppo_heatmap_bin3,ppo_heatmap_bin4,ppo_heatmap_bin5,ppo_heatmap_entropy,ppo_heatmap_mean,ppo_heatmap_spread,ppo_largest_area,ppo_largest_length,ppo_num_of_defects,ppo_num_white_pixel,ppo_smallest_area,pred_cls,pred_cls_prob,score_pred,scratch_area_bins1,scratch_area_bins2,scratch_area_bins3,scratch_area_bins4,scratch_area_bins5,scratch_defect_near_boundary,scratch_defect_percent,scratch_entropy_score,scratch_heatmap_bin1,scratch_heatmap_bin2,scratch_heatmap_bin3,scratch_heatmap_bin4,scratch_heatmap_bin5,scratch_heatmap_entropy,scratch_heatmap_mean,scratch_heatmap_spread,scratch_largest_area,scratch_largest_length,scratch_num_of_defects,scratch_num_white_pixel,scratch_smallest_area
,"{""version"": ""v4_3"", ""number_of_ppo"": 10, ""largest_ppo_area"": 498.0, ""smallest_ppo_area"": 137.0, ""ppo_defect_percent"": 0.024421048308153583, ""number_of_scratches"": 61, ""largest_scratch_area"": 1634.0}",,,True,69.58333333333333,"{""TOP"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/e277b7da0e5923bd0299d7093c8061bc.png"", ""BACK"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/748d9a249ff2af0673c99440567e3e63.png"", ""LEFT"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/7fe86f936b426817592a376c7403cbcd.png"", ""BLACK"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/eae0ec630164212693c6c0cf4309dab6.png"", ""RIGHT"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/737d1f1e86db52981847df0f3df7c60f.png"", ""BOTTOM"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/d3cdd2cb5ef1646fc069aad1cd2dae10.png"", ""WHITE24"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/71a44a2b2f5ddbbfcf187a807e6d0029.png"", ""BACKMERGED"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/50834bd39f703ba7b12e86b3208a5ddf.png"", ""WHITEROTATEDMERGED"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/a86463d484fad1a20b8c997f16fe0c41.png""}",qc_automation,226c6288-88cc-4ca8-ac79-6af6a9a4d4c2,75.0,physicalConditionScratch,"{'configs': {'PCS_DEFECT_DETECTION_V2': {'ALTERNATE_PPO_HEATMAP_BINS': [0, 200, 220, 230, 240, 256], 'ALTERNATE_SCRATCH_HEATMAP_BINS': [0, 200, 220, 230, 240, 256], 'MODE': 'QC_AUTOMATION', 'PPO_AREA_BINS': [20.0, 30.0], 'PPO_DEFECT_PERCENT_THRESH': 0.0, 'PPO_MASK_THRESHOLD': 0.6, 'REQUIRED_IMAGE_KEYS': ['BACKMERGED'], 'RESIZED_OUTPUT_IMG_HEIGHT': 1024, 'SCRATCH_AREA_BINS': [5.0, 30.0, 60.0, 90.0], 'SCRATCH_DEFECT_PERCENT_THRESH': 0.0, 'SCRATCH_MASK_THRESHOLD': 0.4, 'SIDE': 'BACK', 'STRIDE_TO_TILE_RATIO': 0.75, 'TILE_SIZE': 512, 'VALID_PPO_AREA_THRESHOLD': 100.0, 'VALID_SCRATCH_AREA_THRESHOLD': 40.0}}, 'debug_dict': {'PCS_DEFECT_DETECTION_V2': {'image_h': 4592, 'image_w': 2545, 'num_tiles_with_ratio0.5': 15, 'num_tiles_with_ratio1.0': 2, 'ppo_back_noise_filtered_count': 0, 'ppo_defect_in_camera_region': 1.0, 'ppo_defect_near_boundary': 0.024421, 'ppo_defect_percent': 0.024421, 'ppo_defect_percent_inside_camera_region': 0.034881, 'ppo_entropy_score': 0.004491, 'ppo_heatmap_bin1': 0.999457, 'ppo_heatmap_bin2': 0.000137, 'ppo_heatmap_bin3': 0.000106, 'ppo_heatmap_bin4': 9.7e-05, 'ppo_heatmap_bin5': 0.000203, 'ppo_heatmap_entropy': 0.00539, 'ppo_heatmap_mean': 0.000531, 'ppo_heatmap_spread': 0.000543, 'ppo_largest_area': 498.0, 'ppo_largest_length': 62.713203, 'ppo_num_of_defects': 10, 'ppo_num_white_pixel': 2854, 'ppo_smallest_area': 137.0, 'pred_cls': -1, 'pred_cls_prob': -1.0, 'score_pred': 66.714493, 'scratch_area_bins1': 0, 'scratch_area_bins2': 0, 'scratch_area_bins3': 18, 'scratch_area_bins4': 7, 'scratch_area_bins5': 36, 'scratch_defect_near_boundary': 0.13079, 'scratch_defect_percent': 0.13079, 'scratch_entropy_score': 0.017732, 'scratch_heatmap_bin1': 0.997448, 'scratch_heatmap_bin2': 0.000721, 'scratch_heatmap_bin3': 0.000557, 'scratch_heatmap_bin4': 0.000432, 'scratch_heatmap_bin5': 0.000843, 'scratch_heatmap_entropy': 0.021279, 'scratch_heatmap_mean': 0.002536, 'scratch_heatmap_spread': 0.002552, 'scratch_largest_area': 1634.0, 'scratch_largest_length': 356.424924, 'scratch_num_of_defects': 61, 'scratch_num_white_pixel': 15285, 'scratch_smallest_area': 41.0}}, 'debug_dict_images': {'PCS_DEFECT_DETECTION_V2': {'Scratch mask': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/d5d63e15f973580d03780a1a1e83284b.png', 'camera_segmented': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/f3f8417258987c152dfde4e42c7ebcd4.png', 'covermark_blob_scores_annotated': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/52bb362ba3214ec6778e81819b20aa54.png', 'covermark_mahal_distance_map': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/10e5efd928277b2ef118be948d8bf435.png', 'output_physicalconditionscratch': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/81f03a4f0d3172cf75fb663d9ac0c1db.png', 'panel_mask': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/69260df98808afcc2503b1140d25e7a0.png', 'ppo_heatmap_img': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/a2d198edaf4f1ac0588281566e438509.png', 'ppo_mask': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/60af25ca234a04fe0311966807f225f9.png', 'ppo_mask_processed': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/cf20721f72f2a202a6f7a00d048cef19.png', 'scratch_heatmap_img': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/da43df2860af64c0d74f22dccae95c43.png', 'scratch_mask_processed': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/b39cf469a81e0a155cc1ae6e834fb837.png'}}, 'ml_version': 'v5.4.21', 'pti': 'INVALID_PDD_ID', 'questions': [{'ei': {'largest_ppo_area': 498.0, 'largest_scratch_area': 1634.0, 'number_of_ppo': 10, 'number_of_scratches': 61, 'ppo_defect_percent': 0.024421, 'smallest_ppo_area': 137.0, 'version': 'v4_3'}, 'pk': 'physicalConditionScratch', 'riu': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/81f03a4f0d3172cf75fb663d9ac0c1db.png', 'score': 75.0}], 'sgk': 'BACK'}",https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/81f03a4f0d3172cf75fb663d9ac0c1db.png,back,4592,2545,15,2,0,1.0,0.024421,0.024421,0.034881,0.004491,0.999457,0.000137,0.000106,9.7e-05,0.000203,0.00539,0.000531,0.000543,498.0,62.713203,10,2854,137.0,-1,-1.0,66.714493,0,0,18,7,36,0.13079,0.13079,0.017732,0.997448,0.000721,0.000557,0.000432,0.000843,0.021279,0.002536,0.002552,1634.0,356.424924,61,15285,41.0
,"{""version"": ""v4_3"", ""number_of_ppo"": 6, ""largest_ppo_area"": 776.5, ""smallest_ppo_area"": 136.5, ""ppo_defect_percent"": 0.025150585149057013, ""number_of_scratches"": 15, ""largest_scratch_area"": 6796.5}",,,True,63.896103896103895,"{""TOP"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/7b5d0baeac5734206393dc5b396d119e.png"", ""BACK"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/7d0415eaddf326e7dfc7d4a494269034.png"", ""LEFT"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/fd1ef53dd82dfa54c3fa7c80ceebf41d.png"", ""BLACK"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/ec40bf7b3a4be524972f8cada8475bb1.png"", ""RIGHT"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/5fa3130326b0f097e2fecf76c5caadc7.png"", ""WHITE"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/18759750d6f260448b1489ed22197a67.png"", ""BOTTOM"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/f99721347abd0151f2853d4b602cde97.png"", ""UNKNOWN"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/00331088b7e4c11f3a32d4f771aa4d82.png"", ""WHITE20"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/f3cc2d0470e775c52e551979e53f7779.png"", ""WHITE24"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/3b5fc0a4bcf8712727069cc97d141b68.png"", ""BACKMERGED"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/5ccc0c64ace7326e45d269b4777e3a0e.png"", ""WHITEROTATEDMERGED"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/b0b8e53335ad415d88fb95ebb828b8ba.png""}",qc_automation,4575706c-deac-42c3-a63d-d524200b8e4a,75.0,physicalConditionScratch,"{'configs': {'PCS_DEFECT_DETECTION_V2': {'ALTERNATE_PPO_HEATMAP_BINS': [0, 200, 220, 230, 240, 256], 'ALTERNATE_SCRATCH_HEATMAP_BINS': [0, 200, 220, 230, 240, 256], 'MODE': 'QC_AUTOMATION', 'PPO_AREA_BINS': [20.0, 30.0], 'PPO_DEFECT_PERCENT_THRESH': 0.0, 'PPO_MASK_THRESHOLD': 0.6, 'REQUIRED_IMAGE_KEYS': ['BACKMERGED'], 'RESIZED_OUTPUT_IMG_HEIGHT': 1024, 'SCRATCH_AREA_BINS': [5.0, 30.0, 60.0, 90.0], 'SCRATCH_DEFECT_PERCENT_THRESH': 0.0, 'SCRATCH_MASK_THRESHOLD': 0.4, 'SIDE': 'BACK', 'STRIDE_TO_TILE_RATIO': 0.75, 'TILE_SIZE': 512, 'VALID_PPO_AREA_THRESHOLD': 100.0, 'VALID_SCRATCH_AREA_THRESHOLD': 40.0}}, 'debug_dict': {'PCS_DEFECT_DETECTION_V2': {'image_h': 4133, 'image_w': 2052, 'num_tiles_with_ratio0.5': 15, 'num_tiles_with_ratio1.0': 3, 'ppo_back_noise_filtered_count': 6, 'ppo_defect_in_camera_region': 1.0, 'ppo_defect_near_boundary': 0.025151, 'ppo_defect_percent': 0.025151, 'ppo_defect_percent_inside_camera_region': 0.022078, 'ppo_entropy_score': 0.006605, 'ppo_heatmap_bin1': 0.999163, 'ppo_heatmap_bin2': 0.000291, 'ppo_heatmap_bin3': 0.000158, 'ppo_heatmap_bin4': 0.000148, 'ppo_heatmap_bin5': 0.00024, 'ppo_heatmap_entropy': 0.007926, 'ppo_heatmap_mean': 0.00112, 'ppo_heatmap_spread': 0.000837, 'ppo_largest_area': 776.5, 'ppo_largest_length': 191.985281, 'ppo_num_of_defects': 6, 'ppo_num_white_pixel': 2133, 'ppo_smallest_area': 136.5, 'pred_cls': -1, 'pred_cls_prob': -1.0, 'score_pred': 57.244049, 'scratch_area_bins1': 0, 'scratch_area_bins2': 0, 'scratch_area_bins3': 4, 'scratch_area_bins4': 3, 'scratch_area_bins5': 8, 'scratch_defect_near_boundary': 0.134785, 'scratch_defect_percent': 0.134785, 'scratch_entropy_score': 0.0122, 'scratch_heatmap_bin1': 0.998247, 'scratch_heatmap_bin2': 0.000228, 'scratch_heatmap_bin3': 0.000184, 'scratch_heatmap_bin4': 0.000162, 'scratch_heatmap_bin5': 0.00118, 'scratch_heatmap_entropy': 0.01464, 'scratch_heatmap_mean': 0.002619, 'scratch_heatmap_spread': 0.001753, 'scratch_largest_area': 6796.5, 'scratch_largest_length': 205.574638, 'scratch_num_of_defects': 15, 'scratch_num_white_pixel': 11431, 'scratch_smallest_area': 46.0}}, 'debug_dict_images': {'PCS_DEFECT_DETECTION_V2': {'Scratch mask': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/b2ad76a2b0fd82edfd850d10f3054006.png', 'camera_segmented': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/cd583ee67700659fd9bab1f8a8d5f249.png', 'covermark_blob_scores_annotated': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/980f2eace1db18730ebe0ab69d403244.png', 'covermark_mahal_distance_map': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/c1fb0d35774efe614e223af74b056b0e.png', 'output_physicalconditionscratch': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/e7a23bbf0337f6ef0432bd659e8ae8aa.png', 'panel_mask': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/4e6ee625fa1859cd0cd7330efc7bc763.png', 'ppo_heatmap_img': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/3415c51d798eb39aac6bc24e8fa7e870.png', 'ppo_mask': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/dde5392e769f6e4bac051f2fc90716c0.png', 'ppo_mask_processed': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/d4e27e2d0097bb13aa6abb9ae933f3ee.png', 'scratch_heatmap_img': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/3340dc25c82e8971d30c0e7686dac64e.png', 'scratch_mask_processed': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/3a7214b76d85b866fc229c52fe7fb1e0.png'}}, 'ml_version': 'v5.4.21', 'pti': 'INVALID_PDD_ID', 'questions': [{'ei': {'largest_ppo_area': 776.5, 'largest_scratch_area': 6796.5, 'number_of_ppo': 6, 'number_of_scratches': 15, 'ppo_defect_percent': 0.025151, 'smallest_ppo_area': 136.5, 'version': 'v4_3'}, 'pk': 'physicalConditionScratch', 'riu': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/e7a23bbf0337f6ef0432bd659e8ae8aa.png', 'score': 75.0}], 'sgk': 'BACK'}",https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/e7a23bbf0337f6ef0432bd659e8ae8aa.png,back,4133,2052,15,3,6,1.0,0.025151,0.025151,0.022078,0.006605,0.999163,0.000291,0.000158,0.000148,0.00024,0.007926,0.00112,0.000837,776.5,191.985281,6,2133,136.5,-1,-1.0,57.244049,0,0,4,3,8,0.134785,0.134785,0.0122,0.998247,0.000228,0.000184,0.000162,0.00118,0.01464,0.002619,0.001753,6796.5,205.574638,15,11431,46.0
,"{""version"": ""v4_3"", ""number_of_ppo"": 0, ""largest_ppo_area"": 0.0, ""smallest_ppo_area"": 0.0, ""ppo_defect_percent"": 0.0, ""number_of_scratches"": 12, ""largest_scratch_area"": 173.0}",,,True,12.792592592592593,"{""TOP"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/71369cf084d14d5b70d8cd070e6b65bd.png"", ""BACK"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/03f8b1c7c979f4ffdd381edefc44aa38.png"", ""LEFT"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/160544268948011e2e75b40aa50f5a43.png"", ""BLACK"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/7a9d49343a1e7e2aa0f4979702b587e9.png"", ""RIGHT"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/fd44d767ea57989cd276f06ed3d0c2c6.png"", ""WHITE"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/a1016057172f6df2f5297bb0bda4c868.png"", ""BOTTOM"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/f0c2dce56a8bf1d05a169d63ccd5972d.png"", ""UNKNOWN"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/5bb820dcaef78be2ae0dc6a25043f1a1.png"", ""WHITE20"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/d73ccb3c48af44d2538b6657b05d19a4.png"", ""WHITE24"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/304826806c23ab76dfd096b2bcea7fef.png"", ""BACKMERGED"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/c53d6511630e5258d849c8c060e073b2.png"", ""WHITEROTATEDMERGED"": ""https://mlg.stage.cashify.in/ml_validation/images/pdd_eval/dd_dbg/2026/04/635fe7ed9034504c43f18180c465b362.png""}",qc_automation,b4d1ee59-1b32-449d-a0a7-ca99af0c9a37,24.99112129211425,physicalConditionScratch,"{'configs': {'PCS_DEFECT_DETECTION_V2': {'ALTERNATE_PPO_HEATMAP_BINS': [0, 200, 220, 230, 240, 256], 'ALTERNATE_SCRATCH_HEATMAP_BINS': [0, 200, 220, 230, 240, 256], 'MODE': 'QC_AUTOMATION', 'PPO_AREA_BINS': [20.0, 30.0], 'PPO_DEFECT_PERCENT_THRESH': 0.0, 'PPO_MASK_THRESHOLD': 0.6, 'REQUIRED_IMAGE_KEYS': ['BACKMERGED'], 'RESIZED_OUTPUT_IMG_HEIGHT': 1024, 'SCRATCH_AREA_BINS': [5.0, 30.0, 60.0, 90.0], 'SCRATCH_DEFECT_PERCENT_THRESH': 0.0, 'SCRATCH_MASK_THRESHOLD': 0.4, 'SIDE': 'BACK', 'STRIDE_TO_TILE_RATIO': 0.75, 'TILE_SIZE': 512, 'VALID_PPO_AREA_THRESHOLD': 100.0, 'VALID_SCRATCH_AREA_THRESHOLD': 40.0}}, 'debug_dict': {'PCS_DEFECT_DETECTION_V2': {'image_h': 4945, 'image_w': 2721, 'num_tiles_with_ratio0.5': 15, 'num_tiles_with_ratio1.0': 2, 'ppo_back_noise_filtered_count': 0, 'ppo_defect_in_camera_region': 0.0, 'ppo_defect_near_boundary': 0.0, 'ppo_defect_percent': 0.0, 'ppo_defect_percent_inside_camera_region': 0.0, 'ppo_entropy_score': 4.9e-05, 'ppo_heatmap_bin1': 1.0, 'ppo_heatmap_bin2': 0.0, 'ppo_heatmap_bin3': 0.0, 'ppo_heatmap_bin4': 0.0, 'ppo_heatmap_bin5': 0.0, 'ppo_heatmap_entropy': 5.9e-05, 'ppo_heatmap_mean': 4.2e-05, 'ppo_heatmap_spread': 0.0, 'ppo_largest_area': 0.0, 'ppo_largest_length': 0.0, 'ppo_num_of_defects': 0, 'ppo_num_white_pixel': 0, 'ppo_smallest_area': 0.0, 'pred_cls': -1, 'pred_cls_prob': -1.0, 'score_pred': 24.991121, 'scratch_area_bins1': 0, 'scratch_area_bins2': 0, 'scratch_area_bins3': 6, 'scratch_area_bins4': 3, 'scratch_area_bins5': 3, 'scratch_defect_near_boundary': 0.008227, 'scratch_defect_percent': 0.008227, 'scratch_entropy_score': 0.001831, 'scratch_heatmap_bin1': 0.999801, 'scratch_heatmap_bin2': 7e-05, 'scratch_heatmap_bin3': 4.7e-05, 'scratch_heatmap_bin4': 2.9e-05, 'scratch_heatmap_bin5': 5.2e-05, 'scratch_heatmap_entropy': 0.002197, 'scratch_heatmap_mean': 0.00019, 'scratch_heatmap_spread': 0.000199, 'scratch_largest_area': 173.0, 'scratch_largest_length': 27.813708, 'scratch_num_of_defects': 12, 'scratch_num_white_pixel': 1107, 'scratch_smallest_area': 43.5}}, 'debug_dict_images': {'PCS_DEFECT_DETECTION_V2': {'Scratch mask': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/8eed3e595709c224d6398fb48e0c5d9f.png', 'camera_segmented': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/096849a54ea07025f4a59755d8cbcb54.png', 'output_physicalconditionscratch': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/dbfbbe776f69fafed7825e8a2cb83594.png', 'panel_mask': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/d46aa626dbee952002502e2f45357c73.png', 'ppo_heatmap_img': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/817a6e0de90bd5619086ccdb0cdf676a.png', 'ppo_mask': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/8e6f07bd0675d92cec530ae40be87603.png', 'ppo_mask_processed': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/8e6f07bd0675d92cec530ae40be87603.png', 'scratch_heatmap_img': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/88637ce4bdd530eb5ed870a0b75a0a18.png', 'scratch_mask_processed': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/c7e765386999e4a7ba73407a14d87f8f.png'}}, 'ml_version': 'v5.4.21', 'pti': 'INVALID_PDD_ID', 'questions': [{'ei': {'largest_ppo_area': 0.0, 'largest_scratch_area': 173.0, 'number_of_ppo': 0, 'number_of_scratches': 12, 'ppo_defect_percent': 0.0, 'smallest_ppo_area': 0.0, 'version': 'v4_3'}, 'pk': 'physicalConditionScratch', 'riu': 'https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/dbfbbe776f69fafed7825e8a2cb83594.png', 'score': 24.9911}], 'sgk': 'BACK'}",https://mlg.stage.cashify.in/debug/artifacts/2026/04/dd_dbg/PCS_DEFECT_DETECTION_V2/dbfbbe776f69fafed7825e8a2cb83594.png,back,4945,2721,15,2,0,0.0,0.0,0.0,0.0,4.9e-05,1.0,0.0,0.0,0.0,0.0,5.9e-05,4.2e-05,0.0,0.0,0.0,0,0,0.0,-1,-1.0,24.991121,0,0,6,3,3,0.008227,0.008227,0.001831,0.999801,7e-05,4.7e-05,2.9e-05,5.2e-05,0.002197,0.00019,0.000199,173.0,27.813708,12,1107,43.5
